35,ELT2029,0.01779851
35,INT2044,0.03695074
35,MAT1100,0.8103891
35,ELT2028,0.02382973
35,ELT2031,0.017508
35,ELT3044,0.945425
35,INE1150,0.01783338
35,INE1151,0.01813844
35,INT3117,0.4660716
35,INT3105,0.01798645
35,INT3106,0.04674122
35,INT3108,0.2947786
35,INT3111,0.5921824
35,INT3206,0.05721579
35,INT3207,0.1449201
35,INT3209,0.3488131
35,INT3213,0.4899818
35,INT3217,0.171243
35,INT3301,0.9424939
35,INT3303,0.155473
35,INT3304,0.01763359
35,INT3305,0.02925846
35,INT3307,0.4462608
35,INT3309,0.01807997
35,INT3310,0.4228717
35,INT3501,0.02560335
35,INT3505,0.102568
35,INT3506,0.5995191
35,INT3401,0.3534054
35,INT3402,0.01690754
35,INT3404,0.04340616
35,INT3406,0.03420752
35,INT3512,0.01796734
