34,ELT2029,0.01923221
34,INT2044,0.06350726
34,INT3403,0.9569963
34,MAT1099,0.9435896
34,ELT2028,0.02225116
34,ELT2031,0.01745915
34,ELT3044,0.946949
34,INE1150,0.01771331
34,INE1151,0.01780483
34,INT3117,0.2898582
34,INT3105,0.01788142
34,INT3108,0.1337052
34,INT3109,0.0189229
34,INT3111,0.2927528
34,INT3206,0.05188063
34,INT3207,0.09735849
34,INT3209,0.4081149
34,INT3213,0.6196551
34,INT3217,0.2043276
34,INT3301,0.9415383
34,INT3303,0.3391786
34,INT3304,0.01838163
34,INT3305,0.02604228
34,INT3307,0.4926585
34,INT3309,0.01771647
34,INT3310,0.4672913
34,INT3501,0.02206588
34,INT3505,0.1384896
34,INT3506,0.4295044
34,INT3402,0.05176297
34,INT3404,0.05406258
34,INT3406,0.04323044
34,INT3512,0.01829976
