49,ELT2029,0.01997516
49,INT2044,0.02954996
49,INT3403,0.9554269
49,MAT1099,0.9530213
49,MAT1100,0.9377828
49,ELT2028,0.03333509
49,ELT2031,0.01890144
49,ELT3044,0.9412498
49,INE1150,0.01862097
49,INE1151,0.0187875
49,INT3117,0.2988567
49,INT3105,0.01862043
49,INT3106,0.05891305
49,INT3108,0.20505
49,INT3109,0.02090862
49,INT3111,0.4483875
49,INT3207,0.188341
49,INT3209,0.1690663
49,INT3213,0.4913011
49,INT3217,0.08248225
49,INT3301,0.9441935
49,INT3303,0.4410276
49,INT3304,0.01791704
49,INT3305,0.03304729
49,INT3307,0.8425398
49,INT3309,0.0189485
49,INT3310,0.851707
49,INT3501,0.02929652
49,INT3505,0.1152668
49,INT3506,0.5729768
49,INT3401,0.29754
49,INT3402,0
49,INT3404,0.0006449819
49,INT3406,0
49,INT3512,0.01823151
