30,ELT2029,0.0236544
30,INT2044,0.005615383
30,INT3403,0.9507977
30,MAT1099,0.9675284
30,ELT2028,0.03250524
30,ELT2031,0.02160689
30,ELT3044,0.9463094
30,INE1150,0.02139199
30,INE1151,0.02174306
30,INT3117,0.2725048
30,INT3105,0.02157542
30,INT3106,0.05579808
30,INT3108,0.1439339
30,INT3109,0.0227021
30,INT3111,0.3892088
30,INT3206,0.07564385
30,INT3209,0.2811939
30,INT3213,0.605079
30,INT3217,0.1070416
30,INT3301,0.9531134
30,INT3303,0.4220751
30,INT3304,0.018125
30,INT3305,0.03778467
30,INT3309,0.0213742
30,INT3310,0.6907901
30,INT3501,0.02702749
30,INT3505,0.0789118
30,INT3506,0.6371853
30,INT3401,0.3340383
30,INT3402,0
30,INT3404,0.03938326
30,INT3406,0.02257425
30,INT3512,0.02077025
