46,INT3211,7.0267
46,INT3309,6.70336
46,INT3105,7.5202
46,INT3201,7.28728
46,INE1151,6.70308
46,INT3305,8.16042
46,INT3406,8.24225
46,ELT2035,7.50803
46,ELT2031,6.70338
46,INT3405,7.2034
46,INT3212,6.78441
46,INT3401,7.69584
46,INT3501,7.18228
46,INT3216,7.17276
46,FLF2105,8.03626
46,INT3106,7.25217
46,ELT2029,6.60694
46,INT2020,7.02373
46,INT3120,6.84844
46,ELT2028,7.89069
46,INT3404,7.6617
46,INT3505,7.5004
46,PHY1103,7.17118
46,ELT3056,6.81831
46,INT3217,6.98995
46,INT3411,7.38232
46,INT3303,6.83851
46,JAP2003,6.70255
46,INT3207,7.84456
46,INT3117,7.66515
46,INT2044,6.56522
46,INT3402,7.0667
46,INT3108,7.41362
46,ELT3144,7.17671
46,INT3407,7.51699
46,INT3507,8.09304
46,INE1150,6.70214
46,INT3206,7.24979
46,INT3304,6.81927
46,INT3111,7.85892
46,INT3414,7.71567
46,INT3109,7.10975
46,BSA2022,6.87619
