39,ELT2029,6.61966
39,INT3109,6.96662
39,INT3506,7.81258
39,INT3403,7.24268
39,BSA2022,6.79868
39,INT3407,7.19852
39,INT2044,6.4513
39,INT2020,6.92679
39,FLF2104,7.71529
39,MAT1100,7.05764
39,INT3307,7.24492
39,INT3117,7.28894
39,INT3211,6.94454
39,INT3303,6.8343
39,INT3402,6.82424
39,INT3406,7.07909
39,JAP2003,6.7024
39,INT3216,7.03997
39,INT3414,7.63649
39,INT3304,6.81544
39,FLF2105,6.70336
39,INT3209,7.69271
39,INT3212,6.77623
39,INT3201,7.12515
39,ELT3056,6.78849
39,INT3401,7.59814
39,INE1150,6.70196
39,INT3405,7.14901
39,INT3217,6.89384
39,INT3305,8.0282
39,INE1151,6.70304
39,INT3411,6.83926
39,INT3108,7.29903
39,ELT2028,7.74378
39,INT3120,6.81907
39,INT3310,7.71216
39,INT3309,6.70328
39,INT3501,7.22405
39,INT3505,7.17021
39,INT3404,7.10373
39,INT3105,7.25089
39,ELT2031,6.70338
39,INT3207,7.45843
