43,INT2044,7.36526
43,INT3108,7.61264
43,INE1151,6.703
43,INT3404,7.9102
43,INT3304,6.93014
43,INT3211,7.06687
43,INT3120,6.88495
43,ELT2028,8.08464
43,INT3209,8.31991
43,INT3201,7.38393
43,INT3405,7.50882
43,INT3117,8.08377
43,MAT1099,7.58029
43,INT3307,7.2132
43,ELT3056,6.84377
43,INT3303,6.83027
43,INT3106,7.35045
43,INE1150,6.70176
43,INT3206,7.61507
43,INT3402,7.25812
43,INT3217,7.00257
43,INT2020,7.0908
43,ELT3144,7.407
43,INT3411,7.47269
43,INT3105,7.77647
43,INT3506,7.85959
43,INT3109,7.24435
43,ELT2031,6.7034
43,INT3407,7.77593
43,INT3216,7.22223
43,INT3305,8.27767
43,INT3212,6.86628
43,INT3414,8.01996
43,ELT2029,6.56049
43,INT3301,7.92452
43,JAP2003,6.70229
43,INT3501,7.20633
43,FLF2105,8.06408
43,INT3310,8.0039
43,INT3309,6.70342
43,INT3505,7.85607
