57,ELT2029,0.007352203
57,INT2044,0.1378538
57,INT3403,0.9790647
57,MAT1100,0.8040508
57,ELT2028,0.01082185
57,ELT2031,0.008081675
57,ELT3044,0.9749278
57,INE1150,0.008654594
57,INE1151,0.007962108
57,INT3117,0.3014698
57,INT3105,0.007811874
57,INT3106,0.02235645
57,INT3108,0.2030962
57,INT3109,0.008335978
57,INT3111,0.500626
57,INT3206,0.04536602
57,INT3207,0.1176047
57,INT3209,0.3158421
57,INT3213,0.5581492
57,INT3217,0.06797482
57,INT3301,0.974885
57,INT3303,0.1635086
57,INT3304,0.009937972
57,INT3305,0.01202235
57,INT3307,0.523854
57,INT3309,0.008775324
57,INT3310,0.4679368
57,INT3501,0.01573077
57,INT3505,0.1875742
57,INT3506,0.5506766
57,INT3401,0.4832329
57,INT3402,0.1314012
57,INT3404,0.03834859
57,INT3406,0.006472319
57,INT3512,0.008551687
