57,INT3402,6.9692
57,INT3117,7.20008
57,INT3406,7.22664
57,INT3108,7.61619
57,INT3217,7.07978
57,INT3213,7.8624
57,ELT2028,8.03323
57,ELT3056,6.86342
57,INT3414,8.25813
57,INE1150,6.70127
57,INT3401,7.78637
57,MAT1100,7.14618
57,INT3405,7.09488
57,INT3307,7.24831
57,INT3303,6.84294
57,ELT2029,6.45918
57,JAP2003,6.70197
57,INE1151,6.70289
57,INT2020,7.02476
57,INT3411,6.709
57,INT2044,6.52542
57,INT3111,7.55745
57,FLF2104,7.81652
57,INT3201,7.39072
57,INT3304,6.77902
57,INT3404,7.27461
57,INT3501,7.37524
57,INT3109,7.07414
57,INT3105,7.28101
57,INT3505,7.54707
57,INT3211,6.97548
57,ELT2031,6.7034
57,ELT3144,7.2467
57,INT3209,7.86734
57,INT3309,6.70307
57,INT3407,7.05868
57,FLF2105,6.70336
57,INT3305,8.16433
57,INT3216,7.16528
57,INT3301,8.12032
57,INT3212,6.78891
57,INT3506,8.19704
57,INT3120,6.88811
