36,INT3120,6.92315
36,INT3206,6.98437
36,INT3403,7.98309
36,INT3201,7.37328
36,INT3105,7.64661
36,ELT2029,6.45766
36,INT3216,7.23342
36,INT3307,7.16242
36,INT3109,7.15631
36,INT3303,6.77658
36,INT3506,8.18188
36,ELT3056,6.86874
36,INT3411,7.40725
36,INT3404,7.84322
36,INT3212,6.81767
36,MAT1099,7.64779
36,ELT3144,7.33176
36,FLF2105,6.70336
36,JAP2003,6.70212
36,ELT2028,8.08682
36,INE1151,6.70293
36,INT3501,7.38675
36,INT3108,7.6663
36,INT3211,7.04678
36,INT3505,7.98544
36,INT3414,8.20808
36,INT3401,7.97834
36,INT3405,7.21229
36,INT2044,6.73891
36,INT3407,7.6137
36,INT3305,8.37297
36,FLF2104,8.11953
36,INT3301,7.91552
36,INE1150,6.70148
36,INT3209,7.86233
36,INT3309,6.70332
36,INT3406,8.51564
36,INT2020,7.03782
36,INT3402,7.2126
36,ELT2031,6.7034
36,INT3217,7.19106
36,INT3304,6.91234
36,INT3213,7.95126
