33,INE1151,6.70277
33,MAT1099,6.15998
33,INT2020,6.90871
33,JAP2003,6.70065
33,INT3108,6.64591
33,INT3407,6.81238
33,INT3120,6.74015
33,ELT2028,6.70332
33,INT3403,6.2701
33,INT3211,6.46073
33,FLF2103,5.81053
33,INT3109,6.67412
33,INT3406,6.45085
33,INT3212,6.51287
33,INT3117,6.76801
33,ELT2029,6.35369
33,INT3402,6.17667
33,INT3304,7.16085
33,INT3105,7.24517
33,FLF2104,6.75509
33,INT3216,6.62555
33,ELT2031,6.70337
33,INT3405,6.4267
33,INT3411,6.40066
33,INT3309,6.70369
33,INT3505,6.51714
33,INT3401,7.08829
33,INT3301,6.40244
33,INT3201,6.60632
33,INT3501,6.71591
33,INT3307,4.89391
33,INE1150,6.69962
33,INT3414,6.90154
33,INT2044,7.03104
33,ELT3056,6.25468
33,INT3106,6.47688
33,INT3213,6.64162
33,FLF2105,6.74711
33,INT3305,6.00941
33,INT3217,5.64372
33,ELT3144,6.54644
33,INT3404,5.24716
33,INT3111,7.01091
33,INT3310,7.22062
33,INT3506,7.92655
