44,ELT2028,8.019
44,INE1150,6.70121
44,INT3403,7.64483
44,INT3216,7.12616
44,INT3212,6.81095
44,INT3309,6.70313
44,INT3206,7.31502
44,INT3310,8.03438
44,INT3305,8.38493
44,INT3414,7.97785
44,FLF2104,8.05319
44,ELT3056,6.84626
44,ELT2029,6.5023
44,INT3402,7.03893
44,INE1151,6.70287
44,INT3217,7.06983
44,ELT2031,6.7034
44,INT3213,7.78618
44,INT3501,7.32611
44,INT3201,7.46174
44,INT2020,7.08455
44,INT3111,7.84665
44,INT3406,7.35212
44,FLF2105,6.70336
44,INT3411,6.82884
44,INT3120,6.91414
44,ELT3144,6.98159
44,INT3108,7.58437
44,INT3301,8.08815
44,MAT1099,7.61473
44,INT3405,7.22044
44,INT3506,8.00695
44,INT3307,7.34688
44,INT3303,6.86069
44,JAP2003,6.70191
44,INT3109,7.19536
44,INT3105,7.6615
44,INT3505,7.89066
44,INT3404,7.35984
44,INT3211,6.97044
44,INT3407,7.58365
44,INT3304,6.83561
