32,MAT1101,0.9717461
32,ELT2029,0.01412603
32,INT2044,0
32,INT3403,0.9654186
32,MAT1099,0.9820875
32,MAT1100,0.8515972
32,ELT2028,0.01838395
32,ELT2031,0.01295057
32,ELT3044,0.9562061
32,BSA2022,0.02503169
32,INE1150,0.01271108
32,INE1151,0.01293072
32,INT3117,0.4336483
32,INT3105,0.01234949
32,INT3106,0.02372345
32,INT3108,0.1322616
32,INT3109,0.01318154
32,INT3111,0.3555463
32,INT3206,0.042687
32,INT3207,0.1044403
32,INT3209,0.3727343
32,INT3213,0.4863311
32,INT3217,0.2246802
32,INT3301,0.9538108
32,INT3303,0.3403342
32,INT3304,0.01146305
32,INT3305,0.02034837
32,INT3307,0.5558722
32,INT3309,0.01243922
32,INT3310,0.5740249
32,INT3501,0.0212267
32,INT3505,0.0315575
32,INT3506,0.3837962
32,INT3401,0.3070992
32,INT3402,0
32,INT3404,0.05635394
32,INT3406,0.03664544
32,INT3512,0.01201355
