35,MAT1101,0.9533954
35,ELT2029,0.02558935
35,INT2044,0
35,INT3403,0.9476802
35,MAT1099,0.9682317
35,MAT1100,0.9855055
35,ELT2028,0.02266106
35,ELT2031,0.02128127
35,ELT3044,0.9387883
35,BSA2022,0.03221759
35,INE1150,0.020711
35,INE1151,0.02134892
35,INT3117,0.6138919
35,INT3105,0.02046233
35,INT3106,0.03254047
35,INT3108,0.09111112
35,INT3109,0.02075702
35,INT3111,0.5297471
35,INT3206,0.07168335
35,INT3207,0.120277
35,INT3209,0.5292928
35,INT3213,0.5558739
35,INT3217,0.06977835
35,INT3301,0.9389937
35,INT3303,0.1772276
35,INT3304,0.01793218
35,INT3305,0.02934113
35,INT3307,0.3099791
35,INT3309,0.02038267
35,INT3310,0.3678066
35,INT3501,0.03377789
35,INT3505,0
35,INT3506,0.174771
35,INT3401,0.4286836
35,INT3402,0
35,INT3404,0.06233746
35,INT3406,0.05082458
35,INT3512,0.02034417
