54,MAT1101,0.9545126
54,ELT2029,0.02326176
54,INT2044,0
54,INT3403,0.9518726
54,MAT1099,0.9726777
54,MAT1100,1
54,ELT2028,0.02164266
54,ELT2031,0.02036664
54,ELT3044,0.9413863
54,BSA2022,0.02800319
54,INE1150,0.02010849
54,INE1151,0.02013239
54,INT3117,0.5083983
54,INT3105,0.01958501
54,INT3106,0.03404912
54,INT3108,0.02456921
54,INT3109,0.02014792
54,INT3111,0.5411971
54,INT3206,0.07264072
54,INT3207,0.1335639
54,INT3209,0.4942896
54,INT3213,0.6481626
54,INT3217,0.06697829
54,INT3301,0.9457593
54,INT3303,0.1406065
54,INT3304,0.01846951
54,INT3305,0.02876717
54,INT3307,0.3777851
54,INT3309,0.01971728
54,INT3310,0.4270382
54,INT3501,0.0324814
54,INT3505,0.03689361
54,INT3506,0.367217
54,INT3401,0.4390116
54,INT3402,0
54,INT3404,0.04631874
54,INT3406,0.03984228
54,INT3512,0.01976377
